text,cleaned_text,agg_labels
" LMFAO. omgosh when i first heard that song with you,i felt like i was gonna pee myself, OMGOSH THE WALTZER MAN!  lol xoxo",lmfao omgosh first heard song youi felt like gon na pee omgosh waltzer man lol xoxo,2
I`ve got great expectations of tomorrow  It`s gonna be awesome!! ? http://blip.fm/~5jf53,ive got great expectations tomorrow gon na awesome httpblipfmjf,2
I`m gettin ready for my trip back to MA...  I don`t wanna leave!,im gettin ready trip back dont wan na leave,2
Yea baby!! Im gonna miss you so much,yea baby im gon na miss much,2
i could tell its gonna be an angry day...,could tell gon na angry day,2
Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,im done defending im going bed im gon na give mom happy mothers day least ill try,2
Gonna miss the girlys soo super loads! Wish I wasn`t going for 3 weeks! It`s wayy to long,gon na miss girlys soo super loads wish wasnt going weeks wayy long,2
" i flew from washington to calfornia , are you still gonna be at the meet&  greet tomorrow ?",flew washington calfornia still gon na meet greet tomorrow,2
gonna eat pizza. what are you doing??,gon na eat pizza,2
good times haha ily christian and mo  gonna watch dazed and confused in a while ha also my first time watching it ha im so lame,good times haha ily christian mo gon na watch dazed confused ha also first time watching ha im lame,2
 im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((,im sadd sancha june fail gon na chini,2
  you`re mean to me. You`re gonna have to have pizza tonight or it will go off.,youre mean youre gon na pizza tonight go,2
What I`m gonna do  life is not good:`( no more Exit in this hallway I`m stuck in my world...,im gon na life good exit hallway im stuck world,2
" - I`m really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad.",im really thinking staying till tomorrow back philly nite wan na stay bad,2
 haha good phone conversation cat lady! You`re gonna be homeless too  you didn`t tell me u were having coffee!! coming tomorrow?,haha good phone conversation cat lady youre gon na homeless didnt tell u coffee coming tomorrow,2
"i wanna see `up` tonight, but no one will go with me. whhhyyy",wan na see tonight one go whhhyyy,2
 I live in the Philippines. >.< and honestly i wanna live somewhere with snow!!,live philippines honestly wan na live somewhere snow,2
 Thanks! I was gonna make a joke and say they look just like mine!,thanks gon na make joke say look like mine,2
 They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,theyre mama always bake late get worried mixer gon na bother people,2
"Good mornin. Today will end early, woo. Gonna work on rick`s surprise PROJECT DUE ON TUESDAY",good mornin today end early woo gon na work ricks surprise project due tuesday,2
 when u gonna come show minnesota some love though hun?!,u gon na come show minnesota love though hun,2
"oh!, I wanna buy Just That Girl - Drew Seeley, but I`m not allowed  I`m talking itunes store)",oh wan na buy girl drew seeley im allowed im talking itunes store,2
":O Job interview today, i`m really gonna mess this uuuup",job interview today im really gon na mess uuuup,2
 I CAN`T!!! My heart aches for her children  I wanna adopt alexis,cant heart aches children wan na adopt alexis,2
 I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.,know june gon na good im going se even im comes,2
Just took a shower.We`re gonna go to Church.Time to thank Him for my mother.,took showerwere gon na go churchtime thank mother,2
not super keen on the drive home through the rain.. additional concentration required that i don`t really wanna deal with,super keen drive home rain additional concentration required dont really wan na deal,2
so I`m kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,im kinda pissed boys like girls gon na kentucky kingdom date already show,2
eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,eyes wide shut one weirder movies ive seen wan na sell sleep apt,2
got FOXY_ a new brew buddy now my kitchen is gonna smell,got foxy new brew buddy kitchen gon na smell,2
" I wanna play with you tonight  *pout, pout side face*",wan na play tonight pout pout side face,2
ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,ii wan na go home thee weekend ii gas sukks,2
 Wanna come with?  Before we go to Myka`s party.,wan na come go mykas party,2
I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,tired today think gon na take nap friends come tonighti miss wish restriction already,2
About to go to my last theater lunch  im gonna cry.,go last theater lunch im gon na cry,2
"feeling, breathing, believing, keeping you on my mind and never ever gonna think to let you go..",feeling breathing believing keeping mind never ever gon na think let go,2
wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,wellity think ima gon na clean room need read good book sense sensibility come beat lily,2
i`m gonna miss eddy if we`re half the country apart,im gon na miss eddy half country apart,2
at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,homeeboring okiee gon na see boyfriend momma tomorrow momma dayy,2
FB is boring   and i wanna sing RIGHT NOW..! *-*,fb boring wan na sing right,2
" Yes it`s herrrrr.  Dude, I`m gonna **** cry.",yes herrrrr dude im gon na cry,2
 Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL,ohh emmm geee souvlaki dimitrisi wan na go homeeee lol,2
" I saw slater on some MTV show, So you think you wanna dance with slater or some **** like that. Where`s Kelly Kapowski",saw slater mtv show think wan na dance slater like wheres kelly kapowski,2
im feeling like ish!  i just wanna go home and go mimis,im feeling like ish wan na go home go mimis,2
 u said u was gonna follow  its nita from ur live chat,u said u gon na follow nita ur live chat,2
My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd,tweet cheaptweet wan na vote httpcheaptweetcomtsyopvd,2
Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!,plane landed finally gon na get boardan hour late stupid rain,2
" is a loser;) baha, dude! i`m gonna come & put those pictures on my myspace really quick!",loser baha dude im gon na come put pictures myspace really quick,2
I really need to lose weight. Anybody wanna be my exercise-buddy?,really need lose weight anybody wan na exercisebuddy,2
sad that school is over gonna miss all my friends and teachers,sad school gon na miss friends teachers,2
"the scrubs finale was beautiful, just so so perfect. can`t believe they`re gonna do another season",scrubs finale beautiful perfect cant believe theyre gon na another season,2
I`m up way past my bed time.  gonna catch sum snl.,im way past bed time gon na catch sum snl,2
i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',told wasnt gon na cry one kid everyone made fun year said good year,2
"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!",writing researching tired foolish im educating moving forward gon na marry white boy right,2
  I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,know starting think breakup gon na night tossin turnin maam,2
 EPIC moment! hahahha i swear.. i really wanna see it,epic moment hahahha swear really wan na see,2
 ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too,ur moving leeds wut u work ur jetsetteri wan na move england,2
best show of my life. mcfly rocks my world  i wanna meet you guys ;;,best show life mcfly rocks world wan na meet guys,2
_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,khc wooow lucky xd break gon na end classes starts june,2
"Gonna WoW for a bit. Later, Twitter <3",gon na wow bit later twitter,2
" If I knew it was gonna be this kind of party, I would`ve stuck my **** in the mashed potatoes!",knew gon na kind party wouldve stuck mashed potatoes,2
 i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,know wish would wan na cuddle sleeep ga go world coke,2
heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP >.<,heading farm dont want wan na stay talk boyfriend stupid mom making go,2
I wanna see Drag Me To Hell  Someone take meee!  Oh and Follow me.  And Subscribe: http://www.youtube.com/user/JessiNoel29,wan na see drag hell someone take meee oh follow subscribe httpwwwyoutubecomjessinoel,2
 yayy!!! Im gonna see you today! I miss you!,yayy im gon na see today miss,2
Gonna have to have arthroscopy to repair my knee,gon na arthroscopy repair knee,2
"browsing thru adopting agencies, i`m gonna get some exotic kids",browsing thru adopting agencies im gon na get exotic kids,2
Ahhhh I think the rain is gonna begin shortly,ahhhh think rain gon na begin shortly,2
is actual gonna need a new job and not just want,actual gon na need new job want,2
_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..,cupcakes busy wowsa okay pizzas gon na sorry,2
"milan is retardeddddddd, anyone wanna see my paint pic of him ???",milan retardeddddddd anyone wan na see paint pic,2
****! ayoko na!! I said that in tagalog cuz idk what to do anymore!,ayoko na said tagalog cuz idk anymore,2
 i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),want im tc says wan na make exception,2
" Hey boys, do you wanna see my teeth? (**** it, twitter donï¿½t wanna change my picture)",hey boys wan na see teeth twitter dont wan na change picture,2
My mind automatically wakes up at 7. Huge fail -- it`s SUMMER!  Good morning nonetheless. Gonna get ready for work now.,mind automatically wakes huge fail summer good morning nonetheless gon na get ready work,2
im well bored  had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),im well bored great half term dont wan na go back school monday enjoying hot weatler lol,2
 You`re gonna wear pink outfits??? I assume she bought it for you,youre gon na wear pink outfits assume bought,2
" Yes, soak it up for sure. It`s gonna be fast n furious. Only one show this year  More reason to revel in the moment.",yes soak sure gon na fast n furious one show year reason revel moment,2
 awww  don`t do this to meee haha now you`re gonna make me saddd,awww dont meee haha youre gon na make saddd,2
"_you Ah! Haha that`s exciting. If I ever come to Australia we are definitely gonna have a movie night, FYI",ah haha thats exciting ever come australia definitely gon na movie night fyi,2
_tina @_adriii guys  i am literally going to sydney in the june/july hols. can we meet? i wanna try one of those lindt cafes!,tina adriii guys literally going sydney junejuly hols meet wan na try one lindt cafes,2
" **** dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert...",dude dia e eu tenho curso na drc flash expert,2
"Back from the gym, just checkin` email. Gonna go watch an old movie or something. It`s a little cool out to sit outside and read!",back gym checkin email gon na go watch old movie something little cool sit outside read,2
  anytime..  Why ya gonna be up so late?,anytime ya gon na late,2
yea i`m gonna need to put the blunt down,yea im gon na need put blunt,2
My beautiful lil cousin  is going to prom today...SAD  I can`t be there..but I know shes gonna look BEAUTIFUL as always...,beautiful lil cousin going prom todaysad cant therebut know shes gon na look beautiful always,2
Gonna nap n chill then probably go to the movie later. Ugh i have a headache this sux ****. Cloudy day too,gon na nap n chill probably go movie later ugh headache sux cloudy day,2
"  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It`s gonna be Something! Luv Ya!!!!",thanks sissy sure check ur myspace tonight gon na something luv ya,2
someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent,someones dead army wives dad laughed mum got annoyed wan na watch britains got talent,2
"Good morning, sunshine! I`mm gonna start my day wth some movies.",good morning sunshine imm gon na start day wth movies,2
"such lovely weather, i wanna go out!",lovely weather wan na go,2
"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c",says diana wan na burn pics dvd cd httpplurkcompsvsc,2
Chillin with the roomies. Can`t wait for the zombie CLWN CR. Its gonna be 6-8 weeks,chillin roomies cant wait zombie clwn cr gon na weeks,2
" -  I wanna go see them in Edinburgh  won`t happen though haha , yir lucky! And have funnnn  ****",wan na go see edinburgh wont happen though haha yir lucky funnnn,2
 Haha same!!! But its gonna be awhile til it comes to sweden i think...,haha gon na awhile til comes sweden think,2
ahhhhh **** it..... none of my friends want to see it... and they don`t wanna chill tonight... so its just me myself and i,ahhhhh none friends want see dont wan na chill tonight,2
headache  wanna see my Julie,headache wan na see julie,2
what am i gonna watch after BGT  bad times,gon na watch bgt bad times,2
thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!,thank u guys much helping followers thing im probably gon na win cause dont followers yet,2
I should be DJing my prom! I`d do it for free...there prob gonna have a dj who`s stuck in the 80`s  boooooo,djing prom id freethere prob gon na dj whos stuck boooooo,2
"11.40 AM. I don`t wanna wake up. Shoo, roommate, shoo.",dont wan na wake shoo roommate shoo,2
im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,im really sleepy want go bedbut upstairs mess know im gon na clean nooooo,2
It`s gonna suck being the only sober one tonight,gon na suck sober one tonight,2
Baby just left  gonna get ready (again) and I`m leavin`  Chilis = Full -_-,baby left gon na get ready im leavin chilis full,2
I wanna go to DBSK oppa`s Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,wan na go dbsk oppas mirotic concert thailand really wan na go muchhhhh burst tears,2
finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!,finally get hands laptop ate biggest burrito de asada ever im gon na get ready partyooo,2
Not looking forward to the upcoming week...My better half will be gone all that time! It`s TRULY GONNA SUCK BIG TIME!,looking forward upcoming weekmy better half gone time truly gon na suck big time,2
I don`t wanna work!,dont wan na work,2
well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u katherine,well im gon na go shower got ta get rdy movies couple hours byeee esther pss miss u katherine,2
I`m gonna cryyy!!! My car looked so good clean and its **** raining!?! I always do this...wash it right before it rains,im gon na cryyy car looked good clean raining always thiswash right rains,2
"gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   <3",gon na dream prince charming tonight n see everything goes back normal really hope,2
its gonna be a beautiful day!,gon na beautiful day,2
 nick`s voice still makes me wanna kill things,nicks voice still makes wan na kill things,2
 Or he`s gonna chop you up into tiny bits - one of the two,hes gon na chop tiny bits one two,2
_WOCKEEZ  Don`t wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,wockeez dont wan na miss showsyou guys kick sad saymy plane shop,2
sweaty and tired from the 6 lap run.  gonna do sun run next year no matter what.,sweaty tired lap run gon na sun run next year matter,2
"Gonna go round up some DVDs to sell...  I will miss them, but I need money!",gon na go round dvds sell miss need money,2
I wanna go to the beach...but I have to study,wan na go beachbut study,2
My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,phone works whack well good morning gon na go eat breakfast neil school starts,2
I wanna Karaoke!  Instead...I get to go to work  Lameness,wan na karaoke insteadi get go work lameness,2
"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes.",head starbucks gon na take bus paradise starbucks missed minutes,2
 noo  I`m in miami and I just wanna lay out in the sun..but the rain has stopped me,noo im miami wan na lay sunbut rain stopped,2
It`s gonna be a super long day,gon na super long day,2
it`s still the 4 am hour at home and my day has begun... gonna drink a lot of coffee today.,still hour home day begun gon na drink lot coffee today,2
Gonna miss Thick As Blood next Friday,gon na miss thick blood next friday,2
"Dizzy  I wanna lie die, but those calories aren`t gonna just balk because I ignore them.",dizzy wan na lie die calories arent gon na balk ignore,2
Everyone`s talking about the goodies at #BEA09.  I wanna be there.,everyones talking goodies bea wan na,2
Yay we`re gonna leave earlier!  Can`t wait to get back to Hawthorne!,yay gon na leave earlier cant wait get back hawthorne,2
 so seriously...I need a date to a wedding. Really dont wanna go alone. Its May 23rd...any chance?,seriouslyi need date wedding really dont wan na go alone may rdany chance,2
"I so don`t wanna go outside, I don`t have anything to do there  Maybe I will write later...",dont wan na go outside dont anything maybe write later,2
boring. i wanna go for taekwando,boring wan na go taekwando,2
lip syncing 'im so excited' wit blairr then were gonna youtube it,lip syncing im excited wit blairr gon na youtube,2
) no more Chemistry!!! I`m gonna choose English. I find it (Chem.) kinda boring in the end! gonna help people < who choose Chem>,chemistry im gon na choose english find chem kinda boring end gon na help people choose chem,2
 But but I dun wanna,dun wan na,2
is gonna go yoga-ing with a jumbo cup of coffee!!!!! Thinking about it is making her very happy!!,gon na go yogaing jumbo cup coffee thinking making happy,2
gonna walk around for an hour now :I but I`m totally motivated! Wahahaha,gon na walk around hour im totally motivated wahahaha,2
" yeah, I have revision to do, but gonna go starbucks instead",yeah revision gon na go starbucks instead,2
I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK,regret going movie audition today seems like neighbors gon na get call back httpmylocmerk,2
 you got it. poor thing not gonna have a choice for much longer though,got poor thing gon na choice much longer though,2
I caaaaan`t sleep.....it`s 3.30am! wahhhh... i wanna cry,caaaaant sleepits wahhhh wan na cry,2
 think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome,think boss switzerland week going returns ira gon na awesome,2
" I know, but I wanna finish bsg first",know wan na finish bsg first,2
I wanna leave after 2nd period *cryy*,wan na leave nd period cryy,2
I just single handedly killed 4 flies and a crane fly with my hairbrush!! I`m gonna go disinfect it now...but bugs beware!!,single handedly killed flies crane fly hairbrush im gon na go disinfect nowbut bugs beware,2
ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...,ooh feel sleepy dont wan na go school day,2
I wanna see my mama but she hasn`t called me back yet  MAMA...MAMA!!!,wan na see mama hasnt called back yet mamamama,2
wanna do some sessions with ronnie he da bomb u know?,wan na sessions ronnie da bomb u know,2
gonna have a lazy day today,gon na lazy day today,2
" we had scones this afternoon!! they were great  we`re gonna make cupcakes this week, on Wednesday!",scones afternoon great gon na make cupcakes week wednesday,2
 NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,nick wtf gon na go ride boo,2
Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores,hey yeg anyone goin edmonton energy game wan na live updates please dont post live scores,2
" Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn`t, darnitt,",ya weather super weird looked like gon na rain today course didnt darnitt,2
" thanks neemah. I`m gonna be soooo close to you and izzy, yet so far",thanks neemah im gon na soooo close izzy yet far,2
" oh no, you`re gonna have to break up w/your ups guy when you move",oh youre gon na break wyour ups guy move,2
is feeling so giddy and wanna go home.,feeling giddy wan na go home,2
In bed after a good last saturday in ec. I`m gonna miss this place but can`t wait til summer,bed good last saturday ec im gon na miss place cant wait til summer,2
WAH. i`m gonna miss bowie people  ESP YOU ALYANNA BONDOC <3 and Cesar. D:< I dunno if I can survive without my SOSA!,wah im gon na miss bowie people esp alyanna bondoc cesar dunno survive without sosa,2
lapit na ko magout. lapit na fated to love you.hehe  http://plurk.com/p/rrj4e,lapit na ko magout lapit na fated love youhehe httpplurkcomprrje,2
 sike sike call it truce???????????????? u still a **** and my ppl still gonna air u out tho,sike sike call truce u still ppl still gon na air u tho,2
gonna knit a felted heart toy for mum for Mothers Day. she`s so great (not really) she loves anything i give her  luv ya mummy,gon na knit felted heart toy mum mothers day shes great really loves anything give luv ya mummy,2
 welcome aboard my friend... the fans are gonna LOVE ya here,welcome aboard friend fans gon na love ya,2
"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie",lady clean im going calexico moment much things today wan na go watch hanna montana movie,2
 Iï¿½m good. Wanna get out of the office....,im good wan na get office,2
such a nice day and i`m gonna be stuck inside all night,nice day im gon na stuck inside night,2
I`m gonna wear my new purple converse today,im gon na wear new purple converse today,2
havin friends over hangin out with christian tonight!!  gonna roast marshmellows and chocolate and cramcrackers.!?!?!,havin friends hangin christian tonight gon na roast marshmellows chocolate cramcrackers,2
dont wanna work tonight,dont wan na work tonight,2
 I wanna get an FF tweet too,wan na get ff tweet,2
 Ooh can I have some? I`m hungry but I don`t wanna get outta bed,ooh im hungry dont wan na get outta bed,2
When r these **** exams ever gone b over and done with?  i wanna b out in the sun,r exams ever gone b done wan na b sun,2
 Well now I`m gonna be on a mission to find their music,well im gon na mission find music,2
 YA I JUST GOT A TWITT FROM SOMEBODY SAYIN IT LOOKS LIKE ITS GONNA RAIN OUT HERE ON THE WEST COAST..I AINT BEEN OUTSIDE YET.,ya got twitt somebody sayin looks like gon na rain west coasti aint outside yet,2
i`m soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! >.< help me!,im soooo tired study subjects history gon na hard help,2
My best mate found out that I am moving. She doesn`t understand I wanna do something with my life; Leaving to go to Uni..,best mate found moving doesnt understand wan na something life leaving go uni,2
Dam only 5 votes  not gonna win anything now,dam votes gon na win anything,2
"Ugh, I feel like ****-- gonna call out of my classes today  hope it doesnt affect my grade",ugh feel like gon na call classes today hope doesnt affect grade,2
Sitting in the car. My ipod is about to die so Im not gonna have anything to do.,sitting car ipod die im gon na anything,2
Traffic is horrific on 695..I jus wanna gt my dog,traffic horrific jus wan na gt dog,2
All I want is to see him tonight.  and I know it`s not gonna happen.,want see tonight know gon na happen,2
I`m not gonna be here when the new Transformers comes out.... i`ll be in Colombia,im gon na new transformers comes ill colombia,2
"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again.",ghhh went hour earlier bed thinking ill get area hr sleep woke hr earlier today gon na looooong one,2
 http://twitpic.com/6714p - well done guys! I am gonna miss the tweets!,httptwitpiccomp well done guys gon na miss tweets,2
died again in KP  .. gonna upgrade some of my spells now first before heading back there... #eq2,died kp gon na upgrade spells first heading back eq,2
I wanna buy a million copies. But i aint that rich   just buy some more copies urself hahah,wan na buy million copies aint rich buy copies urself hahah,2
Just enjoyed 2 steak quesadillas! Kinda mad cause I`m gonna miss the laker game!,enjoyed steak quesadillas kinda mad cause im gon na miss laker game,2
_Dreaming what?! miley`s gonna quit hannah montana?...i don`t wanna believe it!,dreaming mileys gon na quit hannah montanai dont wan na believe,2
I miss him soooo much  not gonna see him for 2-3 months,miss soooo much gon na see months,2
 heya  40 hour famine starts on may 22nd - are you gonna take part?,heya hour famine starts may nd gon na take part,2
Law week is gonna go the **** off  SO EXCITED,law week gon na go excited,2
 I no  i wanna move to america!!!!!!!!!!!!!!!,wan na move america,2
 I was gonna go for aiden but I had a girl so I went with scarlet,gon na go aiden girl went scarlet,2
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,also hit chin something fell hurts ugh work gon na suck,2
I just wanna be happy,wan na happy,2
"gonna have to eat something, I feel so horrid.  I need a hug!",gon na eat something feel horrid need hug,2
so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,violent fightclub like dream involving heavily tattooed ladies didnt wan na wake lol,2
getting ready for work. boohoohoo i dont wanna go to work!,getting ready work boohoohoo dont wan na go work,2
Nooo i wanna watch the comet  dont wanna go workk!!!,nooo wan na watch comet dont wan na go workk,2
Just found out my baby cousin is gonna be a dad!!!! At least he`s married already. Everybody is getting married and having kids before me,found baby cousin gon na dad least hes married already everybody getting married kids,2
the classes with my students are over  gonna miss them...,classes students gon na miss,2
" ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",ooh good im starting hardest one gon na day ive locked door im leaving food toilet x,2
 my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,internet wtf think im gon na sleep afterward internet driving crazyyy,2
I wanna see the Jonas Brothers in concert..,wan na see jonas brothers concert,2
I don`t wanna go to work,dont wan na go work,2
"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",looks like beautiful dayand work til sunday yay bbq yet though gon na postpone invitations,2
" AWESOME! It feels very fulfilling, doesn`****?  I`m gonna work on SOOOO many people over the summer! Totally excited!",awesome feels fulfilling im gon na work soooo many people summer totally excited,2
I wanna talk to Mitchel Mussoooooo,wan na talk mitchel mussoooooo,2
 bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,bahaha weekends short esp nice wan na stop time like evie outta world morning,2
is tanning with emily! too bad its prob gonna rain,tanning emily bad prob gon na rain,2
I feel like... I`m not gonna make it this year,feel like im gon na make year,2
 Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,dun wan na travel way lunch yeah nice place missing shanepunjab though,2
on my way to work! I am gonna miss general hospital,way work gon na miss general hospital,2
Don`t really wanna go school on Monday to be honest,dont really wan na go school monday honest,2
Oh no! I just read they are going to do a remake of Girls Just Wanna Have Fun   Stop it hollywood-just stop!,oh read going remake girls wan na fun stop hollywoodjust stop,2
 YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha  it`ll be bangin! We gotta hang out chick,yes wan na come hang htown gurl u know whats haha itll bangin got ta hang chick,2
"morrrning! the last day of a random but awesome weekend, gonna round it off in dbar style!  good timezzz.",morrrning last day random awesome weekend gon na round dbar style good timezzz,2
 was gonna DM you but it says you`re not following me!    lol  after all I`ve done!  hahaha,gon na dm says youre following lol ive done hahaha,2
"  hey girl, what`s up? what r u gonna do today?",hey girl whats r u gon na today,2
Already know I`m gonna miss josh next week.. My mom needs more surgery.. Work sucks.. Not a good day. Oh and my tum tum hurts,already know im gon na miss josh next week mom needs surgery work sucks good day oh tum tum hurts,2
I wanna longboard but it`s raining ughhhhhh,wan na longboard raining ughhhhhh,2
" wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke",wahahahaha wan na naaaaa wellhapit na guess hahahaha yes know hahahaha lol narn haha joke,2
I really wanna see the Jonas Brothers in Novemeber but I need to find someone to come with me!  ****,really wan na see jonas brothers novemeber need find someone come,2
totally overstressed ... going to work now ... just want the college work to go away ... i don`t wanna fail,totally overstressed going work want college work go away dont wan na fail,2
"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",good morning gon na clean house bit maybe clean nothing rest day,2
&not gonna lie. it`s 60 degrees in here. thanks for leavin me your sweater molly. brrrrr,gon na lie degrees thanks leavin sweater molly brrrrr,2
eeehhh. my right eye`s twitching. gonna go and watch Boystown.  happy birthday!,eeehhh right eyes twitching gon na go watch boystown happy birthday,2
very disappointed in him    gonna have to sleep it off....,disappointed gon na sleep,2
Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. <3 ZQ. lol,movie pretty interesting actually gon na finish watching probably seeing star trek tomorrow zq lol,2
"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?",think im gon na start writing proper blog anyone recommend good blog host thingys,2
is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there`s gon be any partyin 2nyt,bed gon force sandman com wot since dont look like theres gon partyin nyt,2
 have a good time!! Sadly that means I`m probably gonna have rain,good time sadly means im probably gon na rain,2
i wanna go home,wan na go home,2
  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,ok cristal gon na tweet talk latejust follow sweetietweethug ya,2
Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha,meeting karen boys drinks dock wan na drink though like andrea said haha,2
 ......when I find chays keys  im gonna clean my room up tomorrow. They`ll pop up,find chays keys im gon na clean room tomorrow theyll pop,2
Gonna head into the shower now...  Going to a friend`s birthday party =],gon na head shower going friends birthday party,2
Molly keeps punching me cuz she sees yellow cars. I`m gonna be covered in bruises. I don`t like this game,molly keeps punching cuz sees yellow cars im gon na covered bruises dont like game,2
"Life is over! Just went to get tickets for all time low, sold out  anyone got spares or wanna sell me theirs?",life went get tickets time low sold anyone got spares wan na sell,2
 what r u doing tonight bro?I wanna go out,r u tonight broi wan na go,2
"Currently 52ï¿½ in Msla, not a cloud in the sky, no humidity, gonna get into the 80s today, and I`m...working.",currently msla cloud sky humidity gon na get today imworking,2
its gonna be a great week! dallas next weekend!!!,gon na great week dallas next weekend,2
I hate this weather  i wanna bake,hate weather wan na bake,2
_WOCKEEZ I wanna go! But I won`t be there  I`m sure that the show will be great!!,wockeez wan na go wont im sure show great,2
bbq was great... just relaxing around the house!  dont wanna leave my city but have to tomorrow... got to clean the house when i get back,bbq great relaxing around house dont wan na leave city tomorrow got clean house get back,2
_JessicaB_**** yip.....aw gonna miss them on bb,jessicab yipaw gon na miss bb,2
Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck,going sleep gon na fall asleep playing apps tmrw going suck,2
"i`m gonna eat some chips??!! anybody, want some??? hahaha!",im gon na eat chips anybody want hahaha,2
 HMM Gonna go with ran 4 miles and hit the gym... now time to wake the kids up,hmm gon na go ran miles hit gym time wake kids,2
Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!,ok needs hurry come wtf wan na go hooooommmeeee,2
"At this point, I`m gonna be left here with only Tommy. He is no prize.",point im gon na left tommy prize,2
